#,STATUS,DeliveryReference,ASN_Number,DeliveryDate,Last_Saved,UpdatedByName,Grid_No,Total_Operatives,TotalShortRows,TotalExtraRows,Supplier_Code,Supplier_Name,SHIFT,Due_Time,Calc_Hours,Total_Hours,Pallets_Due,Cartons_Due,Origin,Expected_Lines,Expected_Cases,Actual_Cases,Estimated_Totes,Estimated_Cages,Estimated_Pallets,ArrivalTime,GRN_Number
114,ROLLED,51908,Y0160497,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,WYN0201,WYNN OIL,DAY,09:30:00,22,0,8,0,UK,24,5088,5088,58,1,7,01/01/1970 00:00,
115,ROLLED,53245,Y0160700,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,WLA0201, WESTLAKE AUTOMOTIVE EUROPE,LATE,EXCESSREPORTED,0,0,0,0,Belgium,1,34,34,0,1,0,01/01/1970 00:00,
116,ROLLED,CON2324,Y0160104,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,WAM0101,TCLU6855017,DAY,11:30:00,22,0,28,0,China,31,2510,2510,322,1,24,01/01/1970 00:00,
117,ROLLED,CON2392,Y0160308,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,WAM0101,TCLU3917780,NIGHT,21:30:00,24,0,28,0,China,23,2564,2564,362,0,25,01/01/1970 00:00,
118,ROLLED,CON2279,Y0160324,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,WAM0101,PONU0066575,DAY,09:30:00,24,0,28,0,China,37,2640,2640,352,1,25,01/01/1970 00:00,
119,ROLLED,51680,Y0160299,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,WAI0201,WAI GLOBAL,DAY,11:00:00,0,0,1,0,Holland,4,21,21,0,1,0,01/01/1970 00:00,
120,ROLLED,CON2489,Y0160364,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,TYC0101,TGHU6025087,DAY,05:30:00,26,0,0,450,Taiwan,185,1674,1674,65,49,54,01/01/1970 00:00,
121,ROLLED,51958,Y0160571,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,THC0101,THE HOBBY COMPANY LIMITED,DAY,13:00:00,1,0,1,0,UK,9,158,158,6,1,1,01/01/1970 00:00,
122,ROLLED,53243,Y0160707,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,SUP0801,SUPERTOUCH,LATE,EXCESSREPORTED,1,0,0,0,UK,1,149,149,0,0,0,01/01/1970 00:00,
123,ROLLED,51875,Y0160562,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,SUO0201,SHELL U K OIL PRODUCTS LIMITED,DAY,11:00:00,0,0,2,0,UK,1,20,20,0,0,1,01/01/1970 00:00,
124,ROLLED,51876,Y0160561,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,SUO0201,SHELL U K OIL PRODUCTS LIMITED,DAY,11:30:00,2,0,5,0,UK,3,270,270,0,6,3,01/01/1970 00:00,
125,ROLLED,51879,Y0160495,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,STA0701,THE ACE SUPPLY COMPANY LIMITED,DAY,13:00:00,1,0,1,0,UK,6,112,112,7,1,0,01/01/1970 00:00,
126,ROLLED,53244,Y0160703-Y0160704,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,NYZ0101,NINGBO YINZHOU ZONEONE,LATE,EXCESSREPORTED,1,0,0,0,CHINA,4,37,37,1,1,2,01/01/1970 00:00,
127,ROLLED,CON2382,Y0160310,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,LUD0101,KKTU8188134,DAY,OFFLOADED,16,0,28,0,China,17,2644,2644,150,1,28,01/01/1970 00:00,
128,ROLLED,CON2208,Y0158066,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,LUD0101,GESU3666612,NIGHT,23:00:00,23,0,28,0,China,22,3084,3084,330,1,22,01/01/1970 00:00,
129,ROLLED,CON2379,Y0160335,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,LUD0101,NYKU3286129,LATE,19:00:00,47,0,28,0,China,17,4934,4934,954,1,4,01/01/1970 00:00,
130,ROLLED,49847,Y0160612,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,KIM0101,KIMBERLY-CLARK,DAY,08:00:00,6,0,3,0,UK,4,1320,1320,42,0,0,01/01/1970 00:00,
131,ROLLED,A7205,Y0160696,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,LUC0101,TRW - AFTERMARKET OPERATIONS,LATE,UNBOOKED,0,0,0,1,UK,2,9,9,2,0,0,01/01/1970 00:00,
132,ROLLED,CON0085,Y0160613,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,JCI0201,TCLU4830621,NIGHT,01:30:00,8,0,30,0,UK,3,1332,1332,0,0,30,01/01/1970 00:00,
133,ROLLED,CON2321,Y0160373,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,HML0201,KKTU7863937,LATE,18:30:00,28,0,28,0,China,17,4432,4432,438,0,17,01/01/1970 00:00,
134,ROLLED,A5369,Y0160695,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,DEL0601,DELPHI DIESEL AFTERMARKET,LATE,UNBOOKED,0,0,0,1,UK,3,11,11,2,1,0,01/01/1970 00:00,
135,ROLLED,CON2283,Y0160102,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,BRB0401,MRKU7397001,DAY,08:00:00,17,0,22,0,China,27,1760,1760,266,0,13,01/01/1970 00:00,
136,ROLLED,CON2277,Y0160392,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,BRB0401,TEMU5129085,DAY,08:30:00,17,0,22,0,China,16,2046,2046,259,0,15,01/01/1970 00:00,
137,ROLLED,CON2440,Y0160406,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,BAT0501,MEDU6664036,NIGHT,22:30:00,13,0,28,0,,5,1975,1975,0,0,33,01/01/1970 00:00,
138,ROLLED,CON2370,Y0159510,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,BAT0501,TCKU2235941,DAY,10:30:00,9,0,28,0,,1,1260,1260,0,0,28,01/01/1970 00:00,
139,ROLLED,CON2441,Y0160407,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,BAT0501,MEDU6483383,NIGHT,03:30:00,9,0,28,0,,1,1260,1260,0,0,26,01/01/1970 00:00,
140,ROLLED,53249,Y0160720-Y0160721,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0,ADL0101,AUTOMOTIVE DISTRIBUTION LTD.,LATE,EXCESSREPORTED,1,0,0,0,UK,2,47,47,11,0,0,01/01/1970 00:00,
141,ROLLED,CON2408,Y0160371,02/01/2019 00:00,02/01/2019 06:22,,,0,0,0, LAI0201,AXIU2189498,NIGHT,22:00:00,22,0,28,0,,10,3332,3332,138,1,27,01/01/1970 00:00,
142,ROLLED,CON2285,Y0160054,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,WLA0201,HLXU5297629,DAY,06:30:00,17,0,53,0,CON2285,33,2262,2262,132,29,16,01/01/1970 00:00,
143,ROLLED,52083,Y0160664,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,ZGS0101,ZHEJIANG GOLD SHOCK ABSORBER CO LTD,DAY,EXCESSREPORTED,0,0,0,0,52083,2,24,24,1,0,1,01/01/1970 00:00,
144,ROLLED,51367,Y0160605,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,TET0101,TETROSYL LIMITED,DAY,07:00:00,16,0,26,0,51367,17,4360,4360,83,0,26,01/01/1970 00:00,
145,ROLLED,49939,Y0160593,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,TET0101,TETROSYL LIMITED,DAY,09:30:00,16,0,26,0,49939,2,6792,6792,0,0,26,01/01/1970 00:00,
146,ROLLED,52080,Y0160647,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,TET0101,TETROSYL LIMITED,DAY,EXCESSREPORTED,0,0,0,0,52080,1,96,96,3,0,0,01/01/1970 00:00,
147,ROLLED,52067,Y0160617-Y0160625,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,UFI0201,UFI FILTERS SPA,DAY,EXCESSREPORTED,3,0,0,0,52067,13,833,833,35,0,0,01/01/1970 00:00,
148,ROLLED,51076,Y0160259,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,UPO2506,U-POL LTD (PAINT),DAY,12:00:00,18,0,20,0,51076,3,2760,2760,0,0,89,01/01/1970 00:00,
149,ROLLED,52087,Y0160678,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,VAL0101,VALEO SERVICE UK LTD.,DAY,06:00:00,4,0,8,0,52087,29,200,200,8,5,5,01/01/1970 00:00,
150,ROLLED,CON2243,Y0160105,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,WAM0101,KKTU8045072,DAY,08:30:00,24,0,28,0,CON2243,27,2817,2817,341,1,27,01/01/1970 00:00,
151,ROLLED,CON2517,Y0160057,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,WAM0101,TCLU7564145,DAY,13:30:00,30,0,28,0,CON2517,52,2748,2748,520,1,19,01/01/1970 00:00,
152,ROLLED,A3145,,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,SEA0301,JACK SEALEY LIMITED,DAY,UNBOOKED,0,0,0,0,A3145,1,1,1,0,0,0,01/01/1970 00:00,
153,ROLLED,52001,Y0160615,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,SEE0601,REMANED,DAY,10:00:00,7,0,11,5,52001,61,706,706,43,8,5,01/01/1970 00:00,
154,ROLLED,49899,Y0160661,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,SKF0101,SKF (UK) LTD,DAY,06:00:00,1,0,1,6,49899,9,145,145,6,1,0,01/01/1970 00:00,
155,ROLLED,52002,Y0160616,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,SPL0401,SPOT PROMOTIONS LTD,DAY,11:00:00,9,0,2,0,52002,2,2092,2092,45,0,0,01/01/1970 00:00,
156,ROLLED,52079,,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,STA0701,THE ACE SUPPLY COMPANY LIMITED,DAY,EXCESSREPORTED,0,0,0,0,52079,2,2,2,0,0,0,01/01/1970 00:00,
157,ROLLED,52074,Y0160601,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,SUP0801,SUPERTOUCH,DAY,EXCESSREPORTED,3,0,0,0,52074,5,416,416,28,0,0,01/01/1970 00:00,
158,ROLLED,51073,Y0160262,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,TEK0101,TEKNOROT/Lim Otomotiv ,DAY,08:00:00,34,0,66,0,51073,113,7271,7271,273,9,30,01/01/1970 00:00,
159,ROLLED,A8262,Y0160599,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,MTE0301,AXEL KUGELATADET,DAY,UNBOOKED,1,0,0,0,A8262,8,169,169,5,1,0,01/01/1970 00:00,
160,ROLLED,52073,Y0160603,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,NGK0101,NGK SPARK PLUGS (UK) LTD.,DAY,EXCESSREPORTED,0,0,0,0,52073,2,78,78,2,0,0,01/01/1970 00:00,
161,ROLLED,52086,Y0160679-Y0160690,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,REM0201,REMY AUTOMOTIVE UK LTD,DAY,10:00:00,13,0,11,0,52086,202,492,492,37,17,16,01/01/1970 00:00,
162,ROLLED,52082,Y0160663,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,RHI0101,RHIAG,DAY,EXCESSREPORTED,1,0,0,0,52082,1,200,200,2,0,0,01/01/1970 00:00,
163,ROLLED,A9939,,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,SAX0101,SAXON INDUSTRIALS,DAY,UNBOOKED,0,0,0,1,A9939,0,0,0,0,0,0,01/01/1970 00:00,
164,ROLLED,51996,Y0160584,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,SEA0301,JACK SEALEY LIMITED,DAY,UNBOOKED,1,0,0,4,51996,5,6,6,0,1,1,01/01/1970 00:00,
165,ROLLED,52084,Y0160591,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,JBL0101,JUST BOOTS LIMITED,DAY,EXCESSREPORTED,0,0,0,0,52084,2,3,3,0,1,1,01/01/1970 00:00,
166,ROLLED,A7244,Y0160662,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,JVC0101,JVC (UK),DAY,UNBOOKED,1,0,0,6,A7244,5,54,54,3,1,0,01/01/1970 00:00,
167,ROLLED,52089,Y0160673,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,LPR0101,LPR SRL,DAY,EXCESSREPORTED,0,0,0,0,52089,1,1,1,0,1,0,01/01/1970 00:00,
168,ROLLED,CON2204,Y0158090,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,LUD0101,MRSU0153454,DAY,06:00:00,26,0,28,0,CON2204,22,3328,3328,416,2,17,01/01/1970 00:00,
169,ROLLED,CON2209,Y0158089,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,LUD0101,TTNU2422765,DAY,07:30:00,16,0,28,0,CON2209,22,2554,2554,129,3,30,01/01/1970 00:00,
170,ROLLED,50762,Y0160567,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,DOB0201,DE OLIBRION,DAY,12:00:00,13,0,57,0,50762,1,1368,1368,0,0,57,01/01/1970 00:00,
171,ROLLED,A9475,Y0160582,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,DYN0401,DYNOMEC LTD,DAY,UNBOOKED,4,0,0,5,A9475,2,1030,1030,4,0,0,01/01/1970 00:00,
172,ROLLED,52076,Y0160623,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,EUR0103,EURAX LIMITED,DAY,EXCESSREPORTED,0,0,0,0,52076,2,22,22,1,1,0,01/01/1970 00:00,
173,ROLLED,52085,Y0160667,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,EUR0103,EURAX LIMITED,DAY,CLAIM PARTS,0,0,0,0,52085,2,5,5,0,1,0,01/01/1970 00:00,
174,ROLLED,51994,Y0160585,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,FOR1101,FORGE MOTORSPORT,DAY,UNBOOKED,1,0,0,1,51994,2,135,135,1,1,0,01/01/1970 00:00,
175,ROLLED,51266,Y0160258,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,GRE1001,GREENCHEM,DAY,08:00:00,13,0,33,0,51266,1,2079,2079,0,0,33,01/01/1970 00:00,
176,ROLLED,CON2493,Y0160147,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,ALL0201,TCLU8553926,DAY,05:30:00,83,0,0,515,CON2493,584,11459,11459,614,124,64,01/01/1970 00:00,
177,ROLLED,51801,Y0160340,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,ARN0301,ARNOTT EUROPE,DAY,09:30:00,3,0,5,0,51801,17,135,135,8,5,3,01/01/1970 00:00,
178,ROLLED,CON2282,Y0160094,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,BRB0401,MRKU6755292,DAY,11:30:00,19,0,22,0,CON2282,20,2386,2386,262,0,25,01/01/1970 00:00,
179,ROLLED,A4173,Y0160583,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,CML0301,CENTRAL MODELS LTD T/A CML DISTRIBU,DAY,UNBOOKED,0,0,0,9,A4173,3,18,18,0,1,0,01/01/1970 00:00,
180,ROLLED,49905,Y0160560,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,CMU0201,CARWOOD MOTOR UNITS LTD.,DAY,08:00:00,2,0,1,0,49905,24,239,239,22,1,0,01/01/1970 00:00,
181,ROLLED,49949,Y0160540,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,COM1501,COMPLETE STEERING,DAY,11:00:00,2,0,8,0,49949,6,72,72,0,3,6,01/01/1970 00:00,
182,ROLLED,51998,Y0160574,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,DEB0101,DEB LIMITED,DAY,EXCESSREPORTED,3,0,0,0,51998,3,341,341,23,0,5,01/01/1970 00:00,
183,ROLLED,51997,Y0160577,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,DLP0101,DL PRODUCTS LTD,DAY,EXCESSREPORTED,1,0,0,0,51997,2,328,328,2,0,0,01/01/1970 00:00,
184,ROLLED,51951,Y0160559,31/12/2018 00:00,31/12/2018 14:53,,,0,0,0,AJS0101,AUTO JAPANESE SPARES,DAY,11:00:00,3,0,2,0,51951,22,289,289,10,6,0,01/01/1970 00:00,
185,COMPLETED,CON2500,Y0159983,21/12/2018 00:00,31/12/2018 11:06,Ionut Petreanu,259,7,0,0,,YMMU4029524,LATE,15:00:00,47,0,48,0,China,44,11390,11390,602,1,10,01/01/1970 00:00,
186,COMPLETED,49541,Y0160156,20/12/2018 00:00,31/12/2018 09:16,Ionut Petreanu,267,4,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),DAY,06:30:00,9,0,28,0, ,2,1116,1116,0,0,27,01/01/1970 00:00,
187,COMPLETED,51146,Y0159833,18/12/2018 00:00,31/12/2018 09:11,Ionut Petreanu,262,4,0,0,,CASTROL (UK) LIMITED,LATE,18:00:00,21,0,33,0,UK,2,4112,4112,0,0,38,01/01/1970 00:00,
188,IN PROGRESS,CON2383,Y0160030,28/12/2018 00:00,28/12/2018 21:03,Nicoleta Rus,264,6,0,0,,MOAU0688519,LATE,16:00:00,24,0,28,0,China,27,3014,3014,379,1,15,01/01/1970 00:00,
189,COMPLETED,CON2217,Y0158091,28/12/2018 00:00,28/12/2018 20:52,Nicoleta Rus,267,0,0,0,,MRKU9478571,LATE,15:00:00,27,0,28,0,China,37,3102,3102,435,3,19,01/01/1970 00:00,
190,ROLLED,51366,Y0160569,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,TETROSYL LIMITED,DAY,12:00:00,9,0,26,0,UK,3,1784,1784,0,0,31,01/01/1970 00:00,
191,ROLLED,51872,Y0160492,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,STEEL SEAL,DAY,13:00:00,5,0,1,0,UK,1,1080,1080,22,0,0,01/01/1970 00:00,
192,ROLLED,51969,Y0160575,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,STANDARD MOTOR PRODUCTS EUROPE LTD,LATE,15:00:00,6,0,2,0,UK,45,1363,1363,53,2,0,01/01/1970 00:00,
193,ROLLED,CON2636,Y0160096-Y0160097-Y0160098-Y0160099-Y160101,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,YMMU4172113,NIGHT,22:30:00,55,0,49,0,China,92,14755,14755,415,15,60,01/01/1970 00:00,
194,ROLLED,CON2263,Y0160080,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,KKTU7780658,DAY,11:30:00,37,0,20,0,China,62,10316,10316,440,5,0,01/01/1970 00:00,
195,ROLLED,51780,Y0160328,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,SINITUOTE OY,DAY,06:00:00,15,0,54,0,FINLAND,2,29600,1600,0,0,54,01/01/1970 00:00,
196,ROLLED,CON2415,Y0160070,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,TCLU7180155,LATE,20:00:00,34,0,23,0,China,51,8580,8580,423,9,0,01/01/1970 00:00,
197,ROLLED,CON2313,Y0160082,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,DRYU3103788,LATE,19:00:00,46,0,22,0,China,84,12720,12720,542,7,0,01/01/1970 00:00,
198,ROLLED,CON2533,Y0160076,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,FBIU0337598,LATE,19:30:00,20,0,28,0,China,37,2828,2828,186,11,33,01/01/1970 00:00,
199,ROLLED,CON2507,Y0160066,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,NYKU9907840,NIGHT,22:00:00,43,0,22,0,China,71,11050,11050,543,3,0,01/01/1970 00:00,
200,ROLLED,CON2259,Y0160074,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,TCLU6897413,DAY,11:00:00,17,0,28,0,China,17,2800,2800,170,3,25,01/01/1970 00:00,
201,ROLLED,CON2262,Y0160079,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,TCKU2148317,LATE,15:30:00,37,0,20,0,China,62,9832,9832,443,6,0,01/01/1970 00:00,
202,ROLLED,CON2532,Y0160077,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,TRHU3204075,LATE,17:00:00,25,0,28,0,China,25,3258,3258,343,13,23,01/01/1970 00:00,
203,ROLLED,CON2257,Y0158786,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,KKTU7803959,DAY,10:00:00,17,0,28,0,China,16,2757,2757,201,4,19,01/01/1970 00:00,
204,ROLLED,CON2621,Y0160086,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,SEGU1950389,DAY,10:00:00,43,0,22,0,China,61,12030,12030,524,1,0,01/01/1970 00:00,
205,ROLLED,49500,,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,RHIAG,LATE,OFFLOADED,42,0,22,1,Italy,0,0,0,0,0,0,01/01/1970 00:00,
206,ROLLED,47327,Y0160580-Y0160579,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,RHIAG,NIGHT,OFFLOADED,100,0,73,0,Italy,36,27109,27109,1102,4,11,01/01/1970 00:00,
207,ROLLED,A7179,Y0160618,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,JACK SEALEY LIMITED,NIGHT,UNBOOKED,0,0,0,1,UK,1,1,1,0,0,0,01/01/1970 00:00,
208,ROLLED,51651,Y0160256,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,MEAT AND DORIA,DAY,11:00:00,4,0,2,0,Italy,34,272,272,12,6,0,01/01/1970 00:00,
209,ROLLED,49875,Y0160400,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,MARTIN COX CHAMOIS FINISHERS LTD,LATE,17:00:00,19,0,4,0,UK,16,3721,3721,137,1,3,01/01/1970 00:00,
210,ROLLED,51924,,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,INTER BRANCH  STOCK TRANSFER (PALLETWAYS),LATE,15:30:00,15,0,0,0,,0,0,0,0,0,0,01/01/1970 00:00,
211,ROLLED,CON2608,Y0160062,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,TCLU7317274,DAY,10:00:00,17,0,28,0,China,16,2300,2300,161,1,34,01/01/1970 00:00,
212,ROLLED,CON2380,Y0159915,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,BSIU3095917,DAY,12:00:00,28,0,28,0,China,51,3006,3006,477,3,13,01/01/1970 00:00,
213,ROLLED,50961,Y0160466,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,LUCAS ELECTRICAL EUROPE,LATE,15:00:00,36,0,32,0,Poland,312,2724,2724,319,46,31,01/01/1970 00:00,
214,ROLLED,50960,Y0160516,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,LUCAS ELECTRICAL EUROPE,NIGHT,21:00:00,43,0,42,0,Poland,306,3600,3600,445,40,34,01/01/1970 00:00,
215,ROLLED,51649,Y0160255,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,METELLI SPA,DAY,11:00:00,9,0,8,0,Italy,53,1199,1199,110,5,0,01/01/1970 00:00,
216,ROLLED,49688,Y0160237,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,GREENCHEM,DAY,09:00:00,13,0,33,0,UK,1,2079,2079,0,0,33,01/01/1970 00:00,
217,ROLLED,50848,Y0160598,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,HELLA (UK) LIMITED,DAY,09:00:00,26,0,22,0,Germany,1,2573,2573,429,0,0,01/01/1970 00:00,
218,ROLLED,52068,4209,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,APEX AUTOMOTIVE,DAY,RETURN TO SUPPLIER ,0,0,0,0,NETHERLANDS,0,0,0,0,0,0,01/01/1970 00:00,
219,ROLLED,51263,Y0160238,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,GREENCHEM,LATE,15:00:00,13,0,33,0,UK,1,2079,2079,0,0,33,01/01/1970 00:00,
220,ROLLED,51650,Y0160270,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,FRIG AIR S.P.A.,DAY,11:00:00,6,0,14,0,Italy,53,369,369,13,10,3,01/01/1970 00:00,
221,ROLLED,51864,Y0160444,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,GRANVILLE OIL & CHEMICAL LTD.,DAY,12:00:00,1,0,4,0,UK,1,300,300,0,0,3,01/01/1970 00:00,
222,ROLLED,52072,Y0160607,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,FIRST LINE LIMITED,NIGHT,EXCESSREPORTED,0,0,0,0,UK,1,1,1,1,0,0,01/01/1970 00:00,
223,ROLLED,A7187,SO,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,FREEMAN AUTOMOTIVE (UK) LIMITED,LATE,UNBOOKED,0,0,0,0,UK,1,1,1,0,0,0,01/01/1970 00:00,
224,ROLLED,51564,Y0160235,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),NIGHT,23:00:00,12,0,28,0,Poland ,1,2016,2016,0,0,28,01/01/1970 00:00,
225,ROLLED,50763,Y0160568,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,DE OLIBRION,DAY,08:00:00,13,0,57,0,Holland,1,1368,1368,0,0,57,01/01/1970 00:00,
226,ROLLED,51563,Y0160236,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),DAY,06:00:00,9,0,25,0,Poland ,1,1275,1275,0,0,25,01/01/1970 00:00,
227,ROLLED,CON2355,Y0160058,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,KKFU1689802,LATE,19:30:00,25,0,56,0,HONGKONG,29,4350,4350,245,5,30,01/01/1970 00:00,
228,ROLLED,48264,Y0160420,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,CONTITECH ANTRIEBSSYSTEME  GMBH,DAY,10:30:00,2,0,1,0,Germany,4,373,373,7,1,0,01/01/1970 00:00,
229,ROLLED,49887,Y0160550,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,COMPLETE STEERING,DAY,11:00:00,4,0,8,0,UK,19,70,70,0,0,20,01/01/1970 00:00,
230,ROLLED,52069,4200,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,BM POLYCO LTD,LATE,RETURN TO SUPPLIER ,0,0,0,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
231,ROLLED,51072,Y0160274,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,RODEX OTOMOTIV SANAYI VE DIS TIC A.,DAY,08:00:00,48,0,48,0,Turkey,187,10021,10021,413,18,45,01/01/1970 00:00,
232,ROLLED,50912,Y0160234,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,BM POLYCO LTD,DAY,08:30:00,18,0,6,0,UK,1,3910,3910,123,0,0,01/01/1970 00:00,
233,ROLLED,CON2641,Y0159995,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,OPDU4110384,NIGHT,02:00:00,8,0,27,0,Spain,9,1536,1536,0,0,27,01/01/1970 00:00,
234,ROLLED,CON2576,,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,CMAU2011605,,10:00:00,0,0,28,0,CHINA,0,0,0,0,0,0,01/01/1970 00:00,
235,ROLLED,CON2577,,28/12/2018 00:00,28/12/2018 17:01,,,0,0,0,,DVRU1601966,,11:00:00,0,0,28,0,CHINA,0,0,0,0,0,0,01/01/1970 00:00,
